Entry Date,Exit Date,Entry Price,Exit Price,Net Return %,Net Profit €,Post-Trade Equity,Protection Level
2025-07-15 08:01:00,2025-07-25 00:01:00,117271.15,115422.0,-1.58,-7086956.58,113848103.98,0
2025-07-27 20:01:00,2025-07-31 20:01:00,119542.42,115732.0,-3.19,-12940287.67,99712411.21,1
2025-08-08 16:01:00,2025-08-14 12:01:00,116608.49,118215.0,1.38,4598665.02,102880203.13,2
2025-08-17 12:01:00,2025-08-18 00:01:00,118472.35,115349.0,-2.64,-9709060.85,92847069.64,2
2025-09-13 04:01:00,2025-09-22 04:01:00,115967.85,112626.0,-2.88,-9559505.83,81337775.35,2
2025-10-02 04:01:00,2025-10-07 20:01:00,118770.65,121471.0,2.27,6301673.84,86500720.34,3
2026-01-05 20:01:00,2026-01-08 00:01:00,93957.86,90725.0,-3.44,-10598637.22,75326853.32,2
2026-01-14 08:01:00,2026-01-18 20:01:00,94843.75,93338.0,-1.59,-4343825.12,70113003.05,3
2026-03-16 12:01:00,2026-03-18 12:01:00,73319.25,71481.0,-2.51,-6299746.24,63371544.89,3
2026-04-09 20:01:00,2026-04-12 08:01:00,71849.78,71416.0,-0.6,-1472153.79,61433610.24,3
2026-04-12 16:01:00,2026-04-19 04:01:00,71193.12,75242.0,5.69,12099420.35,72565451.23,3
2026-04-24 08:01:00,2026-04-27 12:01:00,78337.26,76749.0,-2.03,-5301719.5,66628784.04,3
2026-05-02 16:01:00,2026-05-07 12:01:00,78540.46,79844.0,1.66,3730518.1,69543099.53,3
2026-05-12 20:01:00,2026-05-15 20:01:00,80593.51,79058.0,-1.91,-4783450.56,64175486.94,3
2026-07-20 04:01:00,2026-07-24 12:01:00,64282.69,64000.51,-0.44,-1120746.15,62335975.34,3
2026-07-26 16:01:00,2026-07-27 20:01:00,64710.08,63716.15,-1.54,-3482015.67,58570330.98,3
2026-07-29 08:01:00,2026-07-29 16:01:00,64472.75,63480.0,-1.54,-3279518.88,55126815.17,3
2026-07-30 12:01:00,2026-07-31 08:01:00,64741.29,63712.05,-1.59,-3183127.0,51731449.94,3
2026-08-07 20:01:00,2026-08-11 12:01:00,64938.76,63504.03,-2.21,-4108912.76,47115568.96,3
2026-08-19 16:01:00,2026-08-23 04:01:00,68449.98,75987.83,11.01,18060668.56,64730995.4,3
